title	href	dek	author	publish_date	thumbnail	sponsor
The Best Haircuts for Men With Thinning Hair	https://www.esquire.com/style/grooming/a21028/best-haircuts-for-men-thin-hair/	Losing your hair doesn't have to be a disaster.	Adam Hurly	2018-02-14T22:52:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/gettyimages-903512158mod-1518564152.jpg?crop=1xw:1xh;center,top&resize=480:*	
How Every Guy Can Rock a Shaved Head—No Matter His Hair Type	https://www.esquire.com/style/grooming/g16674212/shaved-head-haircut-looks-for-men/	Go ahead and lose the mane.	Christine Flammia	2018-02-13T23:35:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/lead-buzzcut-1518023490.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
John Mayer Shares His Secret To Smooth Skin: 'I Don't Love Anybody'	https://www.esquire.com/style/grooming/a17585187/john-mayer-smooth-skin-instagram/	He was (maybe?) kidding.	Eileen Reslen	2018-02-13T16:31:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/gettyimages-825417982-1518539141.jpg?crop=1.00xw:0.607xh;0,0.0329xh&resize=480:*	
Ignoring Your Eyebrows Isn't Doing You Any Favors	https://www.esquire.com/style/grooming/a25695/eyebrow-care-men-1113/	Here's everything you ever needed to know about grooming them.	Esquire Editors	2018-02-02T16:01:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/eyebrows-1517587141.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
Everything You Need to Make Your Beard Look Its Best	https://www.esquire.com/style/grooming/g15916612/best-beard-care-products/	From stubble to scruff to full flow.	Christine Flammia	2018-01-30T15:49:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/es-012918-beard-care-index-1517258830.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
Pre-Shave Oil Is the Ingredient Your Morning Routine Is Missing	https://www.esquire.com/style/grooming/a13966/pre-shave-oils-050812/	Here's how to speed up your shave.	Matthew Bell	2018-01-23T15:04:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/es-011718-pre-shave-oil-1516217715.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
These Are the Best Electric Razors You Can Get	https://www.esquire.com/style/grooming/a3105/shavers0707/	Whatever your preference.	Esquire Editors	2018-01-23T14:27:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/es-011218-electric-razor-1515789832.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
11 Body Washes That'll Improve Your Whole Morning Routine	https://www.esquire.com/style/grooming/g15250024/best-body-wash-for-men/	Lather up.	Christine Flammia	2018-01-17T22:57:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/es-011618-body-wash-1516140932.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
How to Save Yourself From Dreaded Dry Winter Hands	https://www.esquire.com/style/grooming/g15063519/best-hand-cream/	Keep your mitts moisturized this season.	Christine Flammia	2018-01-12T16:51:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/es-011118-hand-creme-index-1515702331.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
8 Great Mouthwash Options to Add to Your Morning Routine	https://www.esquire.com/style/grooming/g14480286/best-mouthwash/	Because, your breath.	Christine Flammia	2017-12-29T18:40:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/mouthwash-lead-1513955108.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
How I Learned to Stop Worrying and Love My Bushy Eyebrows	https://www.esquire.com/style/grooming/a14457856/groom-eyebrows-men/	And how you can do it, too.	Paul Schrodt	2017-12-18T21:57:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/gettyimages-654204952-1513633271.jpg?crop=0.439xw:0.441xh;0.192xw,0.129xh&resize=480:*	
How to Give Yourself an Old-School Shave at Home	https://www.esquire.com/style/grooming/advice/g685/best-mens-shaving-products-classic/	Dad was right all along.	Nick Burns	2017-12-13T20:48:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/easy-rider-lead-1513181185.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
How to Hide the Wear and Tear of All Those Holiday Parties	https://www.esquire.com/style/grooming/g526/mens-face-products/	Step 1: Take care of your face.	Esquire Editors	2017-12-07T22:52:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/new-lead-1512673741.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
How to Properly Wield a Straight Razor	https://www.esquire.com/style/grooming/a4125/shave-every-day-0208/	The best shave you'll ever have.	Esquire Editors	2017-11-28T22:04:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/es-112717-straight-razor-shave-1511826344.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
How to Hide Your Holiday Hangover	https://www.esquire.com/style/grooming/g13858724/hide-hangover-grooming-products-men/	Grooming essentials to get you looking right.	Christine Flammia	2017-11-22T19:14:20Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/es-112217-hangover-1511367671.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
A Brief History of Great (and Sad) Mustaches in Film and TV	https://www.esquire.com/style/grooming/g13143170/a-brief-history-of-great-and-sad-mustaches-in-film-and-tv/	We can't all be Burt Reynolds. Or The Lorax. Or Borat.	Adam Schubak	2017-11-09T18:31:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/mustache-lead-1510250156.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
'Stranger Things' Star Joe Keery Reveals the Secret Behind Steve's Famous Hair	https://www.esquire.com/style/grooming/a13121743/stranger-things-2-steve-hair-how-to/	It's not easy to look this good.	Matt Miller	2017-10-30T20:43:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/preview-1509394523.jpg?crop=0.931xw:1.00xh;0.0353xw,0&resize=480:*	
How to Get David Beckham's New 90s-Inspired Haircut	https://www.esquire.com/style/grooming/a12483518/how-to-get-david-beckhams-new-long-hair/	Step one: let it grow.	Sam Parker	2017-09-27T16:19:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/beckham-gettyimages-849373636-1507667778.jpg?crop=1.00xw:1.00xh;0,0&resize=480:*	
Alexander Skarsgard and His New Mustache Look Great at the Emmys	https://www.esquire.com/style/grooming/a12263625/alexander-skarsgard-emmys-mustache/	Somehow, it just works.	Jonathan Evans	2017-09-18T01:35:00Z	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/skarsgard-2-1505698212.jpg?crop=1.00xw:0.394xh;0,0.0630xh&resize=480:*	
10 Celebrity Buzzcuts That Will Inspire You to Chop Off Your Hair	https://www.esquire.com/style/grooming/advice/g3440/buzz-cut-hairstyles-for-men/	It's time to shave your head.	Scott Christian	2017-08-30T18:07:01Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/35/1024x512/landscape-1504043733-crew-lead.jpg?resize=480:*	
The Guy's Guide to Coloring Your Hair	https://www.esquire.com/style/grooming/a56891/how-to-color-hair-men/	From covering grays to experimenting with different hues, here's what to do.	Rebecca Dolan	2017-08-09T19:38:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/32/1280x640/landscape-1502306310-carell-gettyimages-699183220.jpg?resize=480:*	
6 Ways to Get Rid of Those Annoying Blackheads	https://www.esquire.com/style/grooming/advice/g3398/how-to-get-rid-of-blackheads/	Polka dots are great for ties—not so good for your face.	Esquire Editors	2017-08-07T20:49:59Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/32/1024x512/landscape-1502138461-lead.jpeg?resize=480:*	
Tom Brady's Most 'Tom Brady' Hair Moments	https://www.esquire.com/style/grooming/news/a56800/tom-brady-hair/	Happy 40th, Tom. It's been a wild ride.	Sarah Rense	2017-08-03T16:13:28Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/31/1600x800/landscape-1501772275-gettyimages-452777389.jpg?resize=480:*	
These Are the Most Efficient Grooming Products Money Can Buy	https://www.esquire.com/style/grooming/g3520/multipurpose-grooming-products-men/	Multipurpose picks save a ton of time.	Christine Flammia	2017-08-02T20:57:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/31/1600x800/landscape-1501694782-es-080217-multi-purpose-products.jpg?resize=480:*	
5 Essential Grooming Steps You're Definitely Overlooking	https://www.esquire.com/style/grooming/news/g3328/best-mens-grooming-tips/	Minimal effort, maximum payoff.		2017-08-02T16:58:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/17/1600x800/landscape-1493230897-esquire-lede.jpg?resize=480:*	Alcon Clear Care Plus
Use this Razor to Get the Best Shave of Your Life	https://www.esquire.com/style/grooming/advice/a56568/safety-razor-use-safely-grooming/	This is how to safely use a safety razor.	Scott Christian	2017-07-28T19:02:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/30/1600x800/landscape-1501267720-es-072817-so-you-want-to-start-shaving-again.jpg?resize=480:*	
The Secret to Great Hair? Hot Air.	https://www.esquire.com/style/grooming/a56566/blow-drying-tips-hair-men/	This is why you could use a blowdryer.	Ross Kenneth Urken	2017-07-26T21:43:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/30/1600x800/landscape-1501101194-es-072617-everyone-should-blow-dry-their-hair.jpg?resize=480:*	
Here's How to Wake Up Better-Looking	https://www.esquire.com/style/grooming/a55979/overnight-grooming-routine-tips/	These are the six tips you need.	Jon Roth	2017-07-26T13:15:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/30/1600x800/landscape-1501021740-es-072517-do-this-stuff-before-going-to-sleep.jpg?resize=480:*	
Here's How to Actually Leave the Barber Happy	https://www.esquire.com/style/grooming/a56434/better-barbershop-trip-haircut/	No haircut regrets for the wise.	Rebecca Dolan	2017-07-21T19:12:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/29/1600x800/landscape-1500667303-es-072117-talk-to-your-barber-about-your-hair.jpg?resize=480:*	
The 10 Best Mustaches of All Time	https://www.esquire.com/style/grooming/advice/g1648/best-mustache-ever/	A definitive list of the world's greatest flavor savers.	Scott Christian	2017-07-06T20:33:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/27/1600x800/landscape-1499372925-es-070617-the-10-best-mustaches-of-all-time-2.jpg?resize=480:*	
What Your Terrible Facial Hair Says About You	https://www.esquire.com/style/grooming/advice/g3468/bad-facial-hair-men/	We're looking at you, Guy Fieri.	Renata Sellitti	2017-06-30T19:44:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/26/1280x640/landscape-1498841558-facial-hair-3up-gettyimages.jpg?resize=480:*	
If You Want a Hair God-Level Flow, You Need a Blow Dryer	https://www.esquire.com/style/grooming/news/a55816/blow-dry-hair-men/	A little heat goes a long way.	Rebecca Dolan	2017-06-29T19:55:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/26/1024x512/landscape-1498764421-stranger-things-hairdryer.jpg?resize=480:*	
Want Long Hair? Channel These 10 Celebrities Who Got It Right.	https://www.esquire.com/style/grooming/advice/g2917/best-long-hairstyles-for-men/	Let your locks run free.	Scott Christian	2017-06-28T20:22:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/26/1600x800/landscape-1498677920-longhair.jpg?resize=480:*	
It Was Not a Good Time for Eric Trump to Get This Haircut	https://www.esquire.com/style/grooming/news/a55895/shades-of-richard-spencer/	Shades of Richard Spencer.	Christine Flammia	2017-06-26T21:09:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/26/980x490/landscape-1498509868-split-fox-news-getty.jpg?resize=480:*	
Jimmy Fallon's Mustache Just Isn't Growing On Me (Update: It's Gone)	https://www.esquire.com/style/grooming/news/a55843/jimmy-fallon-mustache/	"""The Tonight Show"" host has gone full 'stache for summer 2017."	Nate Erickson	2017-06-23T16:48:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/25/1280x640/landscape-1498236107-fallon-gettyimages.jpg?resize=480:*	
Top Knot Ken Doll Will Mansplain Bikram Yoga to You	https://www.esquire.com/style/grooming/news/a55740/diverse-ken-doll-men-mattel/	Mattel introduced a new line of diverse Ken dolls.	Christine Flammia	2017-06-20T15:43:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/25/1600x800/landscape-1497971536-man-bun-ken-2.jpg?resize=480:*	
Here's How to Nail Long Hair For This Summer	https://www.esquire.com/style/grooming/a11031/growing-hair-out-men-1011/	Embrace the flow.	Jon Roth	2017-05-31T21:07:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/22/1600x800/landscape-1496259999-es-053117-style-summer-long-hair.jpg?resize=480:*	
How to Pick a Haircut Like Your Celebrity Hair Doppelgänger	https://www.esquire.com/style/grooming/g465/new-mens-hair-styles-0310/	Just because you're not a Hollywood A-lister doesn't mean you can't have hair like one.	Scott Christian	2017-05-11T19:21:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/19/1600x800/landscape-1494529469-es-051117-celebrity-doppelganger-haircut-3.jpg?resize=480:*	
How to Fix Those Under-Eye Bags for Good	https://www.esquire.com/style/grooming/a54529/under-eye-bags-care/	You don't have to look tired all the time.	Jon Roth	2017-05-09T22:17:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/19/2048x1024/landscape-1494364150-credit-alex-wong-esq050117eyebags003.jpg?resize=480:*	
Watch Bobby Cannavale Obsess Over His Hair	https://www.esquire.com/style/grooming/news/a54849/bobby-cannavale-rag-bone-short-film/	John Turturro directed this Tribeca Film Festival short.	Christine Flammia	2017-05-02T16:21:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/18/1600x800/landscape-1493741981-es-050117-hair.jpg?resize=480:*	
Do You Really Need to Wash Your Hairbrush?	https://www.esquire.com/style/grooming/advice/a54789/clean-hairbrush-grooming/	Here's when a cleaning can help—and when you need a new one.	Jolie Kerr	2017-04-28T14:09:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/17/1600x800/landscape-1493403543-es-042517-aacp-5.jpg?resize=480:*	
Here Are Some Mesmerizing Gifs of NHL Players' Beards	https://www.esquire.com/style/grooming/a54517/nhl-player-gifs-playoffs/	Happy playoffs.	Christine Flammia	2017-04-17T17:22:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/16/768x384/landscape-1492438340-beards-lead-1.gif?resize=480:*	
Scientists Are Developing a Vaccine for Acne	https://www.esquire.com/style/grooming/news/a54336/scientists-are-developing-a-vaccine-for-acne/	A cure is on the way.	Sally Holmes	2017-04-06T01:07:31Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/16/1600x800/landscape-1491440227-1491341984-syringe-jpg-1491327774-1.jpeg?resize=480:*	
Chin Up: Why I Decided to Go Under the Knife	https://www.esquire.com/style/grooming/news/a54227/nick-wooster-plastic-surgery/	Street style icon Nick Wooster on getting some work done—and what he thinks of the results.	Julia Black	2017-03-30T20:06:32Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/13/1600x800/landscape-1490903465-chin-lead.jpg?resize=480:*	
Behold David Letterman and Michael Stipe's Glorious Matching Beards	https://www.esquire.com/style/grooming/news/a53719/david-letterman-michael-stipe-beards/	Apparently retirement is good for your facial hair.	Scott Christian	2017-03-08T20:35:58Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/10/1600x800/landscape-1488999291-stripe-lead-getty.jpg?resize=480:*	
The Winter Destroyed Your Lips. Here's How to Fix Them.	https://www.esquire.com/style/grooming/news/a53673/care-for-chapped-lips/	And the right products to use for the job.	Jolie Kerr	2017-03-07T15:55:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/10/1600x800/landscape-1488901505-rosebud-salve.jpg?resize=480:*	
One of New York's Coolest Clothing Brands Wants You to Have Great Looking Hair	https://www.esquire.com/style/grooming/news/a53592/saturdays-nyc-grooming-hair-products/	Saturdays NYC has released a lineup of three new styling products.	Scott Christian	2017-03-03T21:07:14Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/09/2560x1280/landscape-1488574071-saturdays-grooming.jpg?resize=480:*	
Leonardo DiCaprio Flew an Eyebrow Artist Halfway Around the World for the Oscars	https://www.esquire.com/style/grooming/a53507/leonardo-dicaprio-eyebrow-artist-7500-miles-oscars/	Really?	Dusty Baxter-Wright	2017-02-28T22:57:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/09/1280x640/landscape-1488321708-leo.jpg?resize=480:*	
Casey Affleck Finally Explains His Awful Beard	https://www.esquire.com/style/grooming/news/a53450/casey-affleck-beard/	About time.	Jonathan Evans	2017-02-27T01:39:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/08/2560x1280/landscape-1488158148-casey-affleck.jpg?resize=480:*	
The Art of Taking a Bath Like a Clean Person	https://www.esquire.com/style/grooming/news/a53260/cleaning-bath-tub-ask-a-clean-person/	Step 1: Clean the damn tub.	Jolie Kerr	2017-02-17T22:55:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/07/1600x800/landscape-1487370583-aacp-tub.jpg?resize=480:*	
These Prison Inmates Are Learning How to Be Hair Stylists	https://www.esquire.com/style/grooming/news/a53169/prison-beauty-shool/	A look inside a California correctional facility's thriving beauty school.	Scott Christian	2017-02-15T16:58:08Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/07/1600x800/landscape-1487175660-lead.jpg?resize=480:*	
The 12 Habits of Impeccably Groomed Men	https://www.esquire.com/style/grooming/a53162/the-12-habits-of-impeccably-groomed-men/	Steal their secrets and reap the rewards.	Esquire UK	2017-02-15T16:03:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/07/1487171235-1487166875-brando-grooming.jpg?crop=0.00161xw:0.00228xh;0.0722xw,0.524xh&resize=480:*	
Bald Men Seem More Dominant, According to a New Study	https://www.esquire.com/style/grooming/news/a52642/bald-men-dominant/	You can retire the Rogaine.	Sammy Nickalls	2017-01-28T15:01:23Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/17/04/1280x640/landscape-1485614293-mark-zuckerberg.jpg?resize=480:*	
The 12 Best Gifts for the Well-Groomed Guy	https://www.esquire.com/style/grooming/g3041/affordable-mens-grooming-gifts/	All under $150.	Ashley Caputo	2016-11-09T18:33:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/44/3200x1600/landscape-1478118091-lede-2.jpg?resize=480:*	
Beard Jewelry Is Terrible and It Must Be Stopped	https://www.esquire.com/style/grooming/news/a49199/beard-jewelry/	No one should do this.	Jonathan Evans	2016-10-03T19:30:42Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/40/1600x800/landscape-1475521913-beard-jewelry.jpg?resize=480:*	
The 12 Most Iconic Haircuts in Movie History (and How to Get Them)	https://www.esquire.com/style/grooming/news/g2986/the-12-most-iconic-movie-haircuts-of-all-time-and-how-to-get-them/	How to ask your barber for that 'Brad Pitt in Fury you've always wanted	Finlay Renwick and Adam Brady	2016-09-19T19:08:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/38/768x384/landscape-1474310073-landscape-1474300855-brad-pitt-fury.jpg?resize=480:*	
Before and After My $700 Haircut	https://www.esquire.com/style/grooming/news/a48648/upper-cuts/	Sure, it looks good, but can you justify a haircut that costs nearly as much as a MacBook Air?	A.J. Jacobs	2016-09-16T14:57:15Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/37/2048x1024/landscape-1474035941-gettyimages-88558994.jpg?resize=480:*	
There's a Whole New Way to Avoid Razor Bumps	https://www.esquire.com/style/grooming/news/a47635/art-of-shaving-power-brush/	Good news for anyone who suffers from ingrown hairs.	Mikelle Street	2016-08-12T22:04:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/32/1600x800/landscape-1471044553-art-of-shaving.jpg?resize=480:*	
Half a Century of Absurd, Wonderful Olympic Hair	https://www.esquire.com/style/grooming/news/g2905/olympic-hair/	The height of follicular fortitude.	Scott Christian	2016-08-12T21:54:21Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/32/1600x800/landscape-1471026669-olympic-hair.jpg?resize=480:*	
#BeardsFromBelow Is Not What Social Media Was Meant For	https://www.esquire.com/style/grooming/news/a47482/beards-from-below/	The new (somewhat terrifying) thing guys are doing with their beards.	Scott Christian	2016-08-09T17:10:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/32/1280x640/landscape-1470761923-beards-from-below.jpg?resize=480:*	
Sure, Your Beard Looks Well Groomed, But Can You #BeardFlip?	https://www.esquire.com/style/grooming/news/a47334/beard-flip-photos/	Fantastic photo op.	Sarah Rense	2016-08-04T21:34:51Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/31/1600x800/landscape-1470327709-screen-shot-2016-08-04-at-122036-pm-copy.jpg?resize=480:*	
5 Tips for the Perfect Haircut	https://www.esquire.com/style/grooming/advice/g2799/how-to-get-the-perfect-summer-haircut/	Short, long, or anywhere in between.	Miles Raymer	2016-06-08T20:26:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/23/1600x800/landscape-1465423635-hair.jpg?resize=480:*	
Kit Harington Doesn't Understand Why People Care About His Shaved Face	https://www.esquire.com/style/grooming/a45630/kit-harington-beard-removal-why/	"""These are mainstream publications writing about someone's beard being shaved! """	Tom Eames	2016-06-08T09:04:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/23/1465397761-landscape-1464909331-cj3y5qlxeaatdk8.jpg?crop=1xw:1.000000000000000xh;center,top&resize=480:*	
It's Time to Invest in Your Shaving Routine	https://www.esquire.com/style/grooming/advice/a45849/best-shaving-brush/	The perfect shave starts with the perfect lather, which starts with the perfect shaving brush.	Adam Hurly	2016-06-08T04:00:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/24/768x384/landscape-1466020721-james-bond-shaving-brush.jpg?resize=480:*	
Kit Harington Shaved His Beard—But What Does it Mean?	https://www.esquire.com/style/grooming/news/a45487/kit-harington-shaved-beard/	The biggest scandal in facial hair since Drakegate '16.	Matt Miller	2016-06-03T17:29:01Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/22/1600x800/landscape-1464973986-kit-harington-beard.jpg?resize=480:*	
There Are Only 10 Possible Reasons Why Drake Shaved His Beard	https://www.esquire.com/style/grooming/news/a44867/why-drake-shaved-his-beard/	The end of an era.	Matt Miller	2016-05-13T19:52:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/19/980x490/landscape-1463168313-drake-beard-index.jpg?resize=480:*	
7 Grooming Essentials That You Can Get Through TSA	https://www.esquire.com/style/grooming/g2724/tsa-approved-machines/	Worth the investment.	Rodney Cutler	2016-05-13T13:29:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/16/1600x800/landscape-1461334663-esq-tsa-grooming-essentials-00-index.jpg?resize=480:*	
5 Locker Essentials to Keep You Smelling and Looking Fresh	https://www.esquire.com/style/grooming/g2727/locker-essentials/	Or gym-bag essentials, if that's more your speed.	Rodney Cutler	2016-05-07T11:00:02Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/17/2560x1280/landscape-1461684338-esq-locker-essentials-index.jpg?resize=480:*	
How Often You're Actually Supposed to Shower	https://www.esquire.com/style/grooming/advice/a43846/how-often-supposed-to-shower/	Probably not as much as you are.	Olivia Ovenden	2016-04-11T20:35:05Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/15/1600x800/landscape-1460406510-elvis.jpg?resize=480:*	
This Is the Most Effective Way to Get Whiter Teeth	https://www.esquire.com/style/grooming/a43637/how-to-get-whiter-teeth/	Celebrity dentist Dr. Kevin Sands talks whitening strips, charcoal, and in-office treatments.	Alexandra Tunell	2016-04-05T17:51:40Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/cm/15/06/480x240/54cf8244ba91a_-_esq-wash-teeth-2013-2zytwn-xl.jpg?resize=480:*	
FAQ: How to Keep a Beard	https://www.esquire.com/style/grooming/advice/a24188/on-beard-growing/	How do I grow a beard? What do I do with it? What does it taste like? Why is it a weird color? Luke O'Neil, who recently acquired a bea…	Luke O'Neil	2016-04-04T04:00:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/cm/15/06/480x240/54d1aaa3ee626_-_lukebeard-zwtnl8.jpg?resize=480:*	
David Letterman Still Doesn't Care if You Hate His Beard	https://www.esquire.com/style/grooming/a40562/david-letterman-beard/	The entertainer just showed off his impressive facial hair again in a new promo for Super Bowl 50.	Jonathan Evans	2016-02-08T00:05:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/05/1280x640/landscape-1454890484-letterman-beard.jpg?resize=480:*	
That Mane Looks Great On Your Head, But Not All Over the Furniture	https://www.esquire.com/style/grooming/advice/a41419/long-hair-shedding/	Here's how to keep those stray strands under control.	Jolie Kerr	2016-01-22T16:34:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/03/1600x800/landscape-1453479119-esq-aacp-long-hair.jpg?resize=480:*	
This Is What Happens When You Get Caught Red-Handed Stealing Your Wife's Shampoo	https://www.esquire.com/style/grooming/a41391/steal-shampoo-pink-hair-mix-up/	Make that pink-handed.	Jonathan Evans	2016-01-21T20:48:06Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/03/640x320/landscape-1453404621-hair-dye.jpg?resize=480:*	
Your Beard Is Saying a Lot More Than You Think	https://www.esquire.com/style/grooming/q-and-a/a41359/of-beards-and-men/	A fascinating Q&A with the author of the new book 'Of Beards and Men.'	Luke O'Neil	2016-01-20T23:14:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/03/1600x800/landscape-1453327694-esq-bill-murray.jpg?resize=480:*	
Will Forte Just Unveiled the Most Dedicated Beard-Shave We've Ever Seen	https://www.esquire.com/style/grooming/news/a41278/will-forte-half-beard/	He's like an IRL Wooly Willy.	Matt Miller	2016-01-17T16:29:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/02/2048x1024/landscape-1453046889-will-forte-half-beard.jpg?resize=480:*	
Who Wants to Smell Like Vladimir Putin?	https://www.esquire.com/style/grooming/news/a41020/putin-cologne/	Because now you can, thanks to a new cologne inspired by the Russian president.	Diana Bruk	2016-01-07T14:00:02Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/16/01/480x240/landscape-1452121717-putin6n-1-web.jpg?resize=480:*	
6 Reasons Your Hair Is Going Gray	https://www.esquire.com/style/grooming/a40865/gray-hair-facts/	Here's what causes those salt-and-pepper strands.	Karen Springen	2015-12-30T20:31:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/15/53/2560x1280/landscape-1451506318-clooney-gray.jpg?resize=480:*	
The Far Right Isn't Happy About Paul Ryan's 'Muslim Beard'	https://www.esquire.com/style/grooming/a40820/paul-ryan-muslim-beard/	Has it really come to this?	Jonathan Evans	2015-12-29T16:23:25Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/15/53/1600x800/landscape-1451403760-paul-ryan-beard.jpg?resize=480:*	
Leonardo DiCaprio Talks About Shaving Off His Massive Beard	https://www.esquire.com/style/grooming/news/a40616/leonardo-dicaprio-shaving-beard/	It doesn't sound like it was a lot of fun.	Jonathan Evans	2015-12-18T16:51:00Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/15/51/1600x800/landscape-1450456653-leo.jpg?resize=480:*	
The Razor Wars Are Heating Up	https://www.esquire.com/style/grooming/news/a40609/gillette-dollar-shave-club/	Gillette just sued Dollar Shave Club for allegedly stealing blade coating technology.	Matt Miller	2015-12-18T15:58:37Z	https://hips.hearstapps.com/esq.h-cdn.co/assets/15/51/980x490/landscape-1450449600-gillette-mach-3.png?resize=480:*	
